run_id,run_time,task,dataset_version,code_version,split_strategy,metrics_json,key_params_json,output_paths_json,notes,conclusion
clustering-20260315-225831,2026-03-15 22:58:31,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-225832,2026-03-15 22:58:32,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-225833,2026-03-15 22:58:33,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-231707,2026-03-15 23:17:07,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-231709,2026-03-15 23:17:09,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-231710,2026-03-15 23:17:10,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-231711,2026-03-15 23:17:11,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13078.476779, ""RMSE"": 16385.602283, ""sMAPE"": 18.219553}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,tốt hơn
association-20260315-231906,2026-03-15 23:19:06,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-231907,2026-03-15 23:19:07,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-231908,2026-03-15 23:19:08,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-231909,2026-03-15 23:19:09,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13078.476779, ""RMSE"": 16385.602283, ""sMAPE"": 18.219553}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-232159,2026-03-15 23:21:59,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-232201,2026-03-15 23:22:01,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-232202,2026-03-15 23:22:02,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-232202,2026-03-15 23:22:02,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-233655,2026-03-15 23:36:55,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-233657,2026-03-15 23:36:57,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-233658,2026-03-15 23:36:58,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-233658,2026-03-15 23:36:58,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-235740,2026-03-15 23:57:40,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/diagnostics/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-235741,2026-03-15 23:57:41,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/diagnostics/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
association-20260315-235742,2026-03-15 23:57:42,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/diagnostics/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
classification-20260315-235742,2026-03-15 23:57:42,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/diagnostics/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/core/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
