run_id,run_time,task,dataset_version,code_version,split_strategy,metrics_json,key_params_json,output_paths_json,notes,conclusion
forecasting-20260315-122131,2026-03-15 12:21:31,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=12,"{""MAE"": 3371.718325, ""RMSE"": 3861.789571, ""sMAPE"": 115.989002}","{""frequency"": ""W-MON"", ""horizon"": 12, ""moving_average_window"": 4, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 4}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 4]}, ""best_model"": ""sarimax""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",kem hon
association-20260315-122202,2026-03-15 12:22:02,association,train.csv|2129689B|2026-03-15 12:07:33,6808127,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.193768, ""avg_lift_top5"": 1.134976}","{""min_support"": 0.02, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 20}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Association rules over basket transactions using configured item level.,kem hon
clustering-20260315-122204,2026-03-15 12:22:04,clustering,train.csv|2129689B|2026-03-15 12:07:33,6808127,customer-level aggregation from cleaned transactional data,"{""silhouette"": 0.3559298191397193, ""davies_bouldin"": 1.2056361544083543, ""best_k"": 2}","{""features"": [""recency_days"", ""order_count"", ""total_sales"", ""avg_order_value"", ""unique_subcategories"", ""avg_discount"", ""profit_margin""], ""algorithms"": [""kmeans"", ""agglomerative""], ""candidate_k"": [2, 3, 4, 5, 6], ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}",Customer clustering benchmark across KMeans and Agglomerative.,kem hon
forecasting-20260315-122204,2026-03-15 12:22:04,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=12,"{""MAE"": 3371.718325, ""RMSE"": 3861.789571, ""sMAPE"": 115.989002}","{""frequency"": ""W-MON"", ""horizon"": 12, ""moving_average_window"": 4, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 4}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 4]}, ""best_model"": ""sarimax""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",kem hon
association-20260315-122233,2026-03-15 12:22:33,association,train.csv|2129689B|2026-03-15 12:07:33,6808127,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.193768, ""avg_lift_top5"": 1.134976}","{""min_support"": 0.02, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 20}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Association rules over basket transactions using configured item level.,kem hon
clustering-20260315-122234,2026-03-15 12:22:34,clustering,train.csv|2129689B|2026-03-15 12:07:33,6808127,customer-level aggregation from cleaned transactional data,"{""silhouette"": 0.3559298191397193, ""davies_bouldin"": 1.2056361544083543, ""best_k"": 2}","{""features"": [""recency_days"", ""order_count"", ""total_sales"", ""avg_order_value"", ""unique_subcategories"", ""avg_discount"", ""profit_margin""], ""algorithms"": [""kmeans"", ""agglomerative""], ""candidate_k"": [2, 3, 4, 5, 6], ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}",Customer clustering benchmark across KMeans and Agglomerative.,kem hon
forecasting-20260315-122235,2026-03-15 12:22:35,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=12,"{""MAE"": 3371.718325, ""RMSE"": 3861.789571, ""sMAPE"": 115.989002}","{""frequency"": ""W-MON"", ""horizon"": 12, ""moving_average_window"": 4, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 4}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 4]}, ""best_model"": ""sarimax""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",kem hon
association-20260315-162149,2026-03-15 16:21:49,association,train.csv|2129689B|2026-03-15 12:07:33,6808127,basket grouped by Order ID,"{""rule_count"": 20, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 20}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Association rules over basket transactions using configured item level.,tot hon
clustering-20260315-162151,2026-03-15 16:21:51,clustering,train.csv|2129689B|2026-03-15 12:07:33,6808127,customer-level aggregation from cleaned transactional data,"{""silhouette"": 0.3554244951504289, ""davies_bouldin"": 1.067923078846253, ""best_k"": 2}","{""features"": [""recency_days"", ""order_count"", ""total_sales"", ""unique_subcategories"", ""total_quantity""], ""algorithms"": [""kmeans"", ""agglomerative""], ""candidate_k"": [2, 3, 4, 5, 6], ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}",Customer clustering benchmark across KMeans and Agglomerative.,kem hon
forecasting-20260315-162151,2026-03-15 16:21:51,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",tot hon
association-20260315-162304,2026-03-15 16:23:04,association,train.csv|2129689B|2026-03-15 12:07:33,6808127,basket grouped by Order ID,"{""rule_count"": 20, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 20}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Association rules over basket transactions using configured item level.,kem hon
clustering-20260315-162306,2026-03-15 16:23:06,clustering,train.csv|2129689B|2026-03-15 12:07:33,6808127,customer-level aggregation from cleaned transactional data,"{""silhouette"": 0.3554244951504289, ""davies_bouldin"": 1.067923078846253, ""best_k"": 2}","{""features"": [""recency_days"", ""order_count"", ""total_sales"", ""unique_subcategories"", ""total_quantity""], ""algorithms"": [""kmeans"", ""agglomerative""], ""candidate_k"": [2, 3, 4, 5, 6], ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}",Customer clustering benchmark across KMeans and Agglomerative.,kem hon
forecasting-20260315-162306,2026-03-15 16:23:06,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",kem hon
association-20260315-163924,2026-03-15 16:39:24,association,train.csv|2129689B|2026-03-15 12:07:33,6808127,basket grouped by Order ID,"{""rule_count"": 10, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 10}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Association rules over basket transactions using configured item level.,kem hon
clustering-20260315-163925,2026-03-15 16:39:25,clustering,train.csv|2129689B|2026-03-15 12:07:33,6808127,customer-level aggregation from cleaned transactional data,"{""silhouette"": 0.3554244951504289, ""davies_bouldin"": 1.067923078846253, ""best_k"": 2}","{""features"": [""recency_days"", ""order_count"", ""total_sales"", ""unique_subcategories"", ""total_quantity""], ""algorithms"": [""kmeans"", ""agglomerative""], ""candidate_k"": [2, 3, 4, 5, 6], ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}",Customer clustering benchmark across KMeans and Agglomerative.,kem hon
forecasting-20260315-163926,2026-03-15 16:39:26,forecasting,train.csv|2129689B|2026-03-15 12:07:33,6808127,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""weekly_sales_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}","Forecasting comparison across naive, moving average, Holt-Winters, and SARIMAX.",kem hon
association-20260315-223158,2026-03-15 22:31:58,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-223200,2026-03-15 22:32:00,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",tốt hơn
classification-20260315-223201,2026-03-15 22:32:01,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa có mốc so sánh
forecasting-20260315-223201,2026-03-15 22:32:01,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-223237,2026-03-15 22:32:37,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
clustering-20260315-223239,2026-03-15 22:32:39,clustering,train.csv|2129689B|2026-03-15 12:07:33,d979766,customer-level aggregation from transactional data,"{""silhouette"": 0.38952090303089726, ""davies_bouldin"": 1.011043135413477, ""best_k"": 4, ""accepted_for_report"": true, ""noise_share"": 0.0}","{""features"": [""recency_days"", ""total_sales"", ""avg_order_value"", ""active_days"", ""unique_categories""], ""algorithms"": [""kmeans"", ""agglomerative"", ""dbscan""], ""candidate_k"": [2, 3, 4, 5, 6], ""dbscan"": {""eps_values"": [0.6, 0.8, 1.0, 1.2], ""min_samples_values"": [5, 8, 12]}, ""best_algorithm"": ""kmeans""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/clustering_comparison.csv"", ""assignments"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_assignments.csv"", ""profile"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/cluster_profile.csv"", ""profile_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/cluster_profile.png""}","So sánh KMeans, Agglomerative và DBSCAN trên đặc trưng khách hàng.",chưa tốt hơn
classification-20260315-223239,2026-03-15 22:32:39,classification,train.csv|2129689B|2026-03-15 12:07:33,d979766,stratified train/test split at customer level,"{""accuracy"": 0.386935, ""f1_macro"": 0.369547, ""roc_auc_ovr"": 0.548107}","{""C"": 10.0, ""class_weight"": ""balanced""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_predictions.csv"", ""confusion"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_confusion_matrix.csv"", ""class_report"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/classification_class_report.csv"", ""confusion_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/classification_confusion_matrix.png""}",Phân lớp phân khúc khách hàng với target Segment.,chưa tốt hơn
forecasting-20260315-223240,2026-03-15 22:32:40,forecasting,train.csv|2129689B|2026-03-15 12:07:33,d979766,time-based split with holdout horizon=6,"{""MAE"": 13133.564803, ""RMSE"": 18419.983394, ""sMAPE"": 18.725375}","{""frequency"": ""MS"", ""horizon"": 6, ""moving_average_window"": 3, ""holt_winters"": {""trend"": ""add"", ""seasonal"": ""add"", ""seasonal_periods"": 12}, ""sarimax"": {""order"": [1, 1, 1], ""seasonal_order"": [1, 0, 0, 12]}, ""enabled_models"": [""naive"", ""moving_average"", ""holt_winters"", ""sarimax"", ""prophet""], ""best_model"": ""holt_winters""}","{""comparison"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_comparison.csv"", ""predictions"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_predictions.csv"", ""residuals"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/forecast_residuals.csv"", ""forecast_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_vs_actual.png"", ""forecast_residual_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/forecast_residuals.png"", ""sales_time_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/weekly_sales.png""}",So sánh baseline và mô hình forecast nâng cao theo đúng split thời gian.,chưa tốt hơn
association-20260315-225830,2026-03-15 22:58:30,association,train.csv|2129689B|2026-03-15 12:07:33,d979766,basket grouped by Order ID,"{""rule_count"": 12, ""max_lift"": 1.254701, ""avg_lift_top5"": 1.2276986}","{""algorithm"": ""apriori"", ""min_support"": 0.01, ""min_confidence"": 0.02, ""min_lift"": 1.0, ""max_length"": 3, ""top_n_rules"": 12, ""item_level"": ""Sub-Category""}","{""itemsets"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_itemsets.csv"", ""rules"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/tables/association_rules.csv"", ""top_categories_figure"": ""/hdd3/nckh-AIAgent/tungtt/Datamining/DataminingSupperMarketSales/outputs/figures/top_subcategories.png""}",Luật kết hợp trên giỏ hàng theo hóa đơn.,chưa tốt hơn
